barcode_01 0.6715918895599655 0.8724954462659381 0.7589737339265038 0.6115694362600668
barcode_02 0.5903229206929267 0.9782608695652174 0.7363200070125715 0.5826791680636323
barcode_03 0.9927360774818402 0.6372289156626506 0.7762131540905656 0.6342715291352369
barcode_04 0.8296703296703297 0.9333333333333333 0.8784541865780179 0.7832530566876621
barcode_05 0.9890528041212973 0.963336754475995 0.9760254188330445 0.9531734837799718
barcode_06 0.9567567567567568 0.9906303236797275 0.9733989355791307 0.9481764331972989
barcode_07 0.8962655601659751 0.9820143884892086 0.9371826352301714 0.8817908572966668
barcode_08 1.0 0.8368366903475862 0.911171575290377 0.8368366903475862
barcode_09 0.9983007646559049 0.934508276533593 0.9653517829848477 0.9330241594285856
barcode_10 1.0 0.806209029066172 0.8927084474635696 0.806209029066172
barcode_11 1.0 0.8017450827118501 0.8899650571046644 0.8017450827118501
barcode_12 0.9612903225806452 0.894370836688383 0.9266239429676538 0.8632798699922278
barcode_13 1.0 0.9057942818650986 0.9505687895953243 0.9057942818650986
barcode_14 0.9927536231884058 0.9520190397072196 0.9719597246975626 0.9454490724224046
barcode_15 0.9600096674742544 0.9648212328564235 0.9624094363483789 0.9275425876670901
barcode_16 0.9149659863945578 0.9796296296296296 0.9461943042561821 0.8978830804177051
barcode_17 0.9673659673659674 0.8477685050798258 0.9036271554183015 0.8241969507764162
barcode_18 0.7246023523676032 0.9490740740740741 0.8217852576286415 0.6974834281691793
barcode_19 0.6143080067693796 0.9310344827586207 0.7402138247188156 0.5875710015261912
barcode_20 0.9771055368640017 0.9794826048171276 0.9782926268851574 0.9575076510436368
barcode_21 0.9948068181818182 0.9599013157894737 0.9770424107142857 0.9551152667008521
barcode_22 0.9957537154989384 0.7516589949580414 0.8566576545296274 0.7492573487927601
barcode_23 0.9576923076923077 0.9908256880733946 0.9739772912478949 0.9492745949380493
barcode_24 1.0 0.8676679206271717 0.9291458198155533 0.8676679206271717
barcode_25 0.989159891598916 0.9870747374147383 0.9881162144684239 0.9765115605141687
barcode_26 0.964 0.7842876165113183 0.8649071870972852 0.7619704549846478
barcode_27 0.9954022988505747 0.8964358188333837 0.943330474735485 0.8927393590719314
barcode_28 0.969626168224299 0.9643527204502814 0.9669822546901881 0.93607516335567
barcode_29 1.0 0.8211085104282221 0.9017678032103026 0.8211085104282221
barcode_30 0.9932885906040269 0.7799837215126472 0.8738070584439439 0.7758946324389214
barcode_31 0.8661971830985915 0.9685174825174825 0.9145041797076185 0.8424760027738238
barcode_32 0.85 0.9711864406779661 0.9065611912517451 0.8290918376032003
barcode_33 0.8462809917355372 0.967391304347826 0.9027924991827557 0.8228092667160217
barcode_34 0.9617163792465399 0.9878048780487805 0.9745860704664636 0.9504318620967103
barcode_35 0.7183098591549296 0.9626262626262626 0.8227129230743189 0.6988209920920201
barcode_36 0.8791469194312796 0.9711090400745573 0.9228426117232251 0.8567388775001386
barcode_37 0.9984276729559748 0.9461678923282908 0.9715955583030439 0.9447601730500381
barcode_38 1.0 0.8946298141515334 0.9443848159353208 0.8946298141515334
barcode_39 1.0 0.8911611364830457 0.9424486568503837 0.8911611364830457
barcode_40 0.9853517432891084 0.9610945588058264 0.9730720009750449 0.9475562083212794
barcode_41 0.9977827050997783 0.791363656895072 0.8826655963618594 0.7899744190171011
barcode_42 0.9822485207100592 0.8614477108844989 0.9178906212261994 0.8482419977417746
barcode_43 0.9731993299832495 0.8926202539741194 0.9311698093066424 0.871204628587995
barcode_44 0.9834254143646409 0.8955499900970257 0.9374328349420235 0.8822339573149471
barcode_45 0.9334089555624876 0.9557309360790258 0.9444380681296484 0.8947253966010286
barcode_46 1.0 0.9016769401156742 0.9482966544894081 0.9016769401156742
barcode_47 0.8482587064676617 0.899075500770416 0.8729281646763593 0.7745097848405523
